id,employee_id,score,source,pulse_label,comment,trend,risk_band,source_signals,captured_at
engagement-emp-5-1,emp-5,68,survey,watch,Mesure mensuelle d'engagement.,-4,medium,"{""absences_30j"": 2, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2023-07-15T10:00:00+00:00
engagement-emp-5-2,emp-5,67,pulse,stable,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2023-08-15T10:00:00+00:00
engagement-emp-5-3,emp-5,66,pulse,stable,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 3, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2023-09-15T10:00:00+00:00
engagement-emp-5-4,emp-5,70,manager_review,engaged,Mesure mensuelle d'engagement.,4,medium,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2023-10-15T10:00:00+00:00
engagement-emp-5-5,emp-5,66,pulse,engaged,Mesure mensuelle d'engagement.,-4,medium,"{""absences_30j"": 2, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2023-11-15T10:00:00+00:00
engagement-emp-5-6,emp-5,64,survey,boost,Mesure mensuelle d'engagement.,-2,medium,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2023-12-15T10:00:00+00:00
engagement-emp-5-7,emp-5,65,manager_review,watch,Mesure mensuelle d'engagement.,1,medium,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2024-01-15T10:00:00+00:00
engagement-emp-5-8,emp-5,61,survey,stable,Mesure mensuelle d'engagement.,-4,medium,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-02-15T10:00:00+00:00
engagement-emp-5-9,emp-5,58,pulse,boost,Mesure mensuelle d'engagement.,-3,medium,"{""absences_30j"": 2, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-03-15T10:00:00+00:00
engagement-emp-5-10,emp-5,61,survey,watch,Mesure mensuelle d'engagement.,3,medium,"{""absences_30j"": 0, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-04-15T10:00:00+00:00
engagement-emp-5-11,emp-5,61,pulse,stable,Mesure mensuelle d'engagement.,0,medium,"{""absences_30j"": 0, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-05-15T10:00:00+00:00
engagement-emp-5-12,emp-5,58,survey,stable,Mesure mensuelle d'engagement.,-3,medium,"{""absences_30j"": 0, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2024-06-15T10:00:00+00:00
engagement-emp-5-13,emp-5,57,pulse,boost,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-07-15T10:00:00+00:00
engagement-emp-5-14,emp-5,59,survey,stable,Mesure mensuelle d'engagement.,2,medium,"{""absences_30j"": 2, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-08-15T10:00:00+00:00
engagement-emp-5-15,emp-5,61,manager_review,engaged,Mesure mensuelle d'engagement.,2,medium,"{""absences_30j"": 1, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2024-09-15T10:00:00+00:00
engagement-emp-5-16,emp-5,63,pulse,engaged,Mesure mensuelle d'engagement.,2,medium,"{""absences_30j"": 1, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2024-10-15T10:00:00+00:00
engagement-emp-5-17,emp-5,64,pulse,boost,Mesure mensuelle d'engagement.,1,medium,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2024-11-15T10:00:00+00:00
engagement-emp-5-18,emp-5,68,manager_review,stable,Mesure mensuelle d'engagement.,4,medium,"{""absences_30j"": 1, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-12-15T10:00:00+00:00
engagement-emp-5-19,emp-5,71,pulse,boost,Mesure mensuelle d'engagement.,3,medium,"{""absences_30j"": 0, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-01-15T10:00:00+00:00
engagement-emp-5-20,emp-5,73,manager_review,watch,Mesure mensuelle d'engagement.,2,low,"{""absences_30j"": 0, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-02-15T10:00:00+00:00
engagement-emp-5-21,emp-5,71,manager_review,watch,Mesure mensuelle d'engagement.,-2,medium,"{""absences_30j"": 2, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-03-15T10:00:00+00:00
engagement-emp-5-22,emp-5,68,survey,engaged,Mesure mensuelle d'engagement.,-3,medium,"{""absences_30j"": 2, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-04-15T10:00:00+00:00
engagement-emp-5-23,emp-5,65,manager_review,boost,Mesure mensuelle d'engagement.,-3,medium,"{""absences_30j"": 3, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2025-05-15T10:00:00+00:00
engagement-emp-5-24,emp-5,63,survey,watch,Mesure mensuelle d'engagement.,-2,medium,"{""absences_30j"": 1, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-06-15T10:00:00+00:00
engagement-emp-5-25,emp-5,67,manager_review,stable,Mesure mensuelle d'engagement.,4,medium,"{""absences_30j"": 2, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-07-15T10:00:00+00:00
engagement-emp-5-26,emp-5,69,manager_review,engaged,Mesure mensuelle d'engagement.,2,medium,"{""absences_30j"": 0, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-08-15T10:00:00+00:00
engagement-emp-5-27,emp-5,68,pulse,boost,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 2, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2025-09-15T10:00:00+00:00
engagement-emp-5-28,emp-5,71,survey,boost,Mesure mensuelle d'engagement.,3,medium,"{""absences_30j"": 0, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-10-15T10:00:00+00:00
engagement-emp-5-29,emp-5,74,manager_review,stable,Mesure mensuelle d'engagement.,3,low,"{""absences_30j"": 1, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-11-15T10:00:00+00:00
engagement-emp-5-30,emp-5,73,pulse,engaged,Mesure mensuelle d'engagement.,-1,low,"{""absences_30j"": 0, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2025-12-15T10:00:00+00:00
engagement-emp-5-31,emp-5,74,manager_review,stable,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 3, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2026-01-15T10:00:00+00:00
engagement-emp-5-32,emp-5,78,survey,engaged,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 2, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2026-02-15T10:00:00+00:00
engagement-emp-5-33,emp-5,76,survey,engaged,Mesure mensuelle d'engagement.,-2,low,"{""absences_30j"": 3, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2026-03-15T10:00:00+00:00
engagement-emp-5-34,emp-5,74,pulse,watch,Mesure mensuelle d'engagement.,-2,low,"{""absences_30j"": 0, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2026-04-15T10:00:00+00:00
engagement-emp-5-35,emp-5,78,pulse,boost,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 3, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2026-05-15T10:00:00+00:00
engagement-emp-5-36,emp-5,76,survey,watch,Mesure mensuelle d'engagement.,-2,low,"{""absences_30j"": 2, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2026-06-15T10:00:00+00:00
engagement-emp-6-0,emp-6,67,pulse,boost,Mesure mensuelle d'engagement.,4,medium,"{""absences_30j"": 2, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2023-07-15T10:00:00+00:00
engagement-emp-6-1,emp-6,69,pulse,boost,Mesure mensuelle d'engagement.,2,medium,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2023-08-15T10:00:00+00:00
engagement-emp-6-2,emp-6,73,survey,boost,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2023-09-15T10:00:00+00:00
engagement-emp-6-3,emp-6,70,pulse,engaged,Mesure mensuelle d'engagement.,-3,medium,"{""absences_30j"": 0, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2023-10-15T10:00:00+00:00
engagement-emp-6-4,emp-6,72,manager_review,engaged,Mesure mensuelle d'engagement.,2,low,"{""absences_30j"": 0, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2023-11-15T10:00:00+00:00
engagement-emp-6-5,emp-6,74,manager_review,boost,Mesure mensuelle d'engagement.,2,low,"{""absences_30j"": 0, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2023-12-15T10:00:00+00:00
engagement-emp-6-6,emp-6,76,survey,engaged,Mesure mensuelle d'engagement.,2,low,"{""absences_30j"": 3, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-01-15T10:00:00+00:00
engagement-emp-6-7,emp-6,76,survey,engaged,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 0, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-02-15T10:00:00+00:00
engagement-emp-6-8,emp-6,77,survey,boost,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 1, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-03-15T10:00:00+00:00
engagement-emp-6-9,emp-6,74,pulse,boost,Mesure mensuelle d'engagement.,-3,low,"{""absences_30j"": 2, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-04-15T10:00:00+00:00
engagement-emp-6-10,emp-6,70,pulse,watch,Mesure mensuelle d'engagement.,-4,medium,"{""absences_30j"": 3, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2024-05-15T10:00:00+00:00
engagement-emp-6-11,emp-6,74,survey,watch,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 1, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2024-06-15T10:00:00+00:00
engagement-emp-6-12,emp-6,77,manager_review,boost,Mesure mensuelle d'engagement.,3,low,"{""absences_30j"": 1, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-07-15T10:00:00+00:00
engagement-emp-6-13,emp-6,76,pulse,boost,Mesure mensuelle d'engagement.,-1,low,"{""absences_30j"": 3, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-08-15T10:00:00+00:00
engagement-emp-6-14,emp-6,76,manager_review,watch,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 3, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-09-15T10:00:00+00:00
engagement-emp-6-15,emp-6,75,survey,stable,Mesure mensuelle d'engagement.,-1,low,"{""absences_30j"": 2, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2024-10-15T10:00:00+00:00
engagement-emp-6-16,emp-6,77,survey,boost,Mesure mensuelle d'engagement.,2,low,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-11-15T10:00:00+00:00
engagement-emp-6-17,emp-6,79,pulse,engaged,Mesure mensuelle d'engagement.,2,low,"{""absences_30j"": 3, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2024-12-15T10:00:00+00:00
engagement-emp-6-18,emp-6,82,survey,boost,Mesure mensuelle d'engagement.,3,low,"{""absences_30j"": 3, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2025-01-15T10:00:00+00:00
engagement-emp-6-19,emp-6,79,pulse,boost,Mesure mensuelle d'engagement.,-3,low,"{""absences_30j"": 2, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2025-02-15T10:00:00+00:00
engagement-emp-6-20,emp-6,77,survey,engaged,Mesure mensuelle d'engagement.,-2,low,"{""absences_30j"": 0, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-03-15T10:00:00+00:00
engagement-emp-6-21,emp-6,78,pulse,engaged,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 0, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2025-04-15T10:00:00+00:00
engagement-emp-6-22,emp-6,74,survey,stable,Mesure mensuelle d'engagement.,-4,low,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-05-15T10:00:00+00:00
engagement-emp-6-23,emp-6,73,survey,stable,Mesure mensuelle d'engagement.,-1,low,"{""absences_30j"": 0, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2025-06-15T10:00:00+00:00
engagement-emp-6-24,emp-6,74,manager_review,boost,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 2, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2025-07-15T10:00:00+00:00
engagement-emp-6-25,emp-6,74,survey,stable,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-08-15T10:00:00+00:00
engagement-emp-6-26,emp-6,74,manager_review,stable,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 0, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-09-15T10:00:00+00:00
engagement-emp-6-27,emp-6,76,pulse,engaged,Mesure mensuelle d'engagement.,2,low,"{""absences_30j"": 2, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-10-15T10:00:00+00:00
engagement-emp-6-28,emp-6,73,survey,watch,Mesure mensuelle d'engagement.,-3,low,"{""absences_30j"": 2, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2025-11-15T10:00:00+00:00
engagement-emp-6-29,emp-6,70,pulse,engaged,Mesure mensuelle d'engagement.,-3,medium,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2025-12-15T10:00:00+00:00
engagement-emp-6-30,emp-6,74,pulse,engaged,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 0, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2026-01-15T10:00:00+00:00
engagement-emp-6-31,emp-6,76,manager_review,stable,Mesure mensuelle d'engagement.,2,low,"{""absences_30j"": 0, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2026-02-15T10:00:00+00:00
engagement-emp-6-32,emp-6,73,survey,boost,Mesure mensuelle d'engagement.,-3,low,"{""absences_30j"": 0, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2026-03-15T10:00:00+00:00
engagement-emp-6-33,emp-6,74,manager_review,watch,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 0, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2026-04-15T10:00:00+00:00
engagement-emp-6-34,emp-6,75,manager_review,engaged,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 1, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2026-05-15T10:00:00+00:00
engagement-emp-6-35,emp-6,79,survey,engaged,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 2, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2026-06-15T10:00:00+00:00
engagement-emp-7-0,emp-7,81,pulse,watch,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 0, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2023-12-15T10:00:00+00:00
engagement-emp-7-1,emp-7,81,manager_review,engaged,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 0, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-01-15T10:00:00+00:00
engagement-emp-7-2,emp-7,77,survey,engaged,Mesure mensuelle d'engagement.,-4,low,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-02-15T10:00:00+00:00
engagement-emp-7-3,emp-7,77,pulse,engaged,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 0, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2024-03-15T10:00:00+00:00
engagement-emp-7-4,emp-7,77,manager_review,watch,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 1, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-04-15T10:00:00+00:00
engagement-emp-7-5,emp-7,76,pulse,stable,Mesure mensuelle d'engagement.,-1,low,"{""absences_30j"": 2, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2024-05-15T10:00:00+00:00
engagement-emp-7-6,emp-7,72,manager_review,watch,Mesure mensuelle d'engagement.,-4,low,"{""absences_30j"": 2, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-06-15T10:00:00+00:00
engagement-emp-7-7,emp-7,72,manager_review,engaged,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 3, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2024-07-15T10:00:00+00:00
engagement-emp-7-8,emp-7,71,manager_review,watch,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2024-08-15T10:00:00+00:00
engagement-emp-7-9,emp-7,69,survey,engaged,Mesure mensuelle d'engagement.,-2,medium,"{""absences_30j"": 2, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-09-15T10:00:00+00:00
engagement-emp-7-10,emp-7,68,manager_review,engaged,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2024-10-15T10:00:00+00:00
engagement-emp-7-11,emp-7,65,survey,watch,Mesure mensuelle d'engagement.,-3,medium,"{""absences_30j"": 2, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-11-15T10:00:00+00:00
engagement-emp-7-12,emp-7,64,manager_review,watch,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 0, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-12-15T10:00:00+00:00
engagement-emp-7-13,emp-7,64,manager_review,engaged,Mesure mensuelle d'engagement.,0,medium,"{""absences_30j"": 1, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-01-15T10:00:00+00:00
engagement-emp-7-14,emp-7,64,manager_review,watch,Mesure mensuelle d'engagement.,0,medium,"{""absences_30j"": 0, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-02-15T10:00:00+00:00
engagement-emp-7-15,emp-7,66,pulse,stable,Mesure mensuelle d'engagement.,2,medium,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2025-03-15T10:00:00+00:00
engagement-emp-7-16,emp-7,66,pulse,boost,Mesure mensuelle d'engagement.,0,medium,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-04-15T10:00:00+00:00
engagement-emp-7-17,emp-7,68,pulse,stable,Mesure mensuelle d'engagement.,2,medium,"{""absences_30j"": 3, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2025-05-15T10:00:00+00:00
engagement-emp-7-18,emp-7,66,manager_review,stable,Mesure mensuelle d'engagement.,-2,medium,"{""absences_30j"": 2, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2025-06-15T10:00:00+00:00
engagement-emp-7-19,emp-7,62,manager_review,engaged,Mesure mensuelle d'engagement.,-4,medium,"{""absences_30j"": 1, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-07-15T10:00:00+00:00
engagement-emp-7-20,emp-7,58,survey,watch,Mesure mensuelle d'engagement.,-4,medium,"{""absences_30j"": 3, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2025-08-15T10:00:00+00:00
engagement-emp-7-21,emp-7,58,survey,watch,Mesure mensuelle d'engagement.,0,medium,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-09-15T10:00:00+00:00
engagement-emp-7-22,emp-7,59,pulse,stable,Mesure mensuelle d'engagement.,1,medium,"{""absences_30j"": 0, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2025-10-15T10:00:00+00:00
engagement-emp-7-23,emp-7,56,manager_review,stable,Mesure mensuelle d'engagement.,-3,medium,"{""absences_30j"": 3, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-11-15T10:00:00+00:00
engagement-emp-7-24,emp-7,55,pulse,stable,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 3, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2025-12-15T10:00:00+00:00
engagement-emp-7-25,emp-7,55,pulse,engaged,Mesure mensuelle d'engagement.,0,medium,"{""absences_30j"": 0, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2026-01-15T10:00:00+00:00
engagement-emp-7-26,emp-7,52,manager_review,engaged,Mesure mensuelle d'engagement.,-3,high,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2026-02-15T10:00:00+00:00
engagement-emp-7-27,emp-7,52,manager_review,watch,Mesure mensuelle d'engagement.,0,high,"{""absences_30j"": 3, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2026-03-15T10:00:00+00:00
engagement-emp-7-28,emp-7,55,survey,watch,Mesure mensuelle d'engagement.,3,medium,"{""absences_30j"": 1, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2026-04-15T10:00:00+00:00
engagement-emp-7-29,emp-7,54,pulse,watch,Mesure mensuelle d'engagement.,-1,high,"{""absences_30j"": 1, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2026-05-15T10:00:00+00:00
engagement-emp-7-30,emp-7,53,pulse,stable,Mesure mensuelle d'engagement.,-1,high,"{""absences_30j"": 0, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2026-06-15T10:00:00+00:00
engagement-emp-8-0,emp-8,79,pulse,stable,Mesure mensuelle d'engagement.,-3,low,"{""absences_30j"": 0, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2026-01-15T10:00:00+00:00
engagement-emp-8-1,emp-8,78,manager_review,watch,Mesure mensuelle d'engagement.,-1,low,"{""absences_30j"": 0, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2026-02-15T10:00:00+00:00
engagement-emp-8-2,emp-8,79,manager_review,watch,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 0, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2026-03-15T10:00:00+00:00
engagement-emp-8-3,emp-8,80,pulse,stable,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 1, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2026-04-15T10:00:00+00:00
engagement-emp-8-4,emp-8,81,manager_review,watch,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2026-05-15T10:00:00+00:00
engagement-emp-8-5,emp-8,82,pulse,stable,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2026-06-15T10:00:00+00:00
engagement-emp-9-0,emp-9,71,manager_review,boost,Mesure mensuelle d'engagement.,-2,medium,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2023-06-15T10:00:00+00:00
engagement-emp-9-1,emp-9,72,survey,watch,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 0, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2023-07-15T10:00:00+00:00
engagement-emp-9-2,emp-9,73,manager_review,stable,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 1, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2023-08-15T10:00:00+00:00
engagement-emp-9-3,emp-9,73,manager_review,boost,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2023-09-15T10:00:00+00:00
engagement-emp-9-4,emp-9,72,manager_review,boost,Mesure mensuelle d'engagement.,-1,low,"{""absences_30j"": 0, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2023-10-15T10:00:00+00:00
engagement-emp-9-5,emp-9,72,manager_review,boost,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2023-11-15T10:00:00+00:00
engagement-emp-9-6,emp-9,71,pulse,engaged,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 1, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2023-12-15T10:00:00+00:00
engagement-emp-9-7,emp-9,68,pulse,watch,Mesure mensuelle d'engagement.,-3,medium,"{""absences_30j"": 0, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2024-01-15T10:00:00+00:00
engagement-emp-9-8,emp-9,67,manager_review,watch,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 1, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-02-15T10:00:00+00:00
